p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,rating_numerator,rating_denominator,name,doggo,floofer,pupper,puppo
whippet,0.738371,True,Italian_greyhound,0.191789,True,American_Staffordshire_terrier,0.0201257,True,10.0,10.0,None,None,None,None,None
miniature_pinscher,0.890426,True,toy_terrier,0.0513347,True,Chihuahua,0.0180152999999999,True,11.0,10.0,Sadie,None,None,None,None
toy_poodle,0.908491,True,miniature_poodle,0.0826516,True,teddy,0.00578613,False,11.0,10.0,Rufus,None,None,None,None
agama,0.172087,False,Gila_monster,0.126978,False,lumbermill,0.0504,False,12.0,10.0,Farfle,None,None,None,None
malinois,0.7864680000000001,True,Chesapeake_Bay_retriever,0.0689789,True,Siamese_cat,0.0293044,False,13.0,10.0,None,None,None,None,None
Staffordshire_bullterrier,0.5161060000000001,True,American_Staffordshire_terrier,0.236075,True,kelpie,0.0697495,True,10.0,10.0,Remington,None,None,None,None
Norwich_terrier,0.2644829999999999,True,Norfolk_terrier,0.258786,True,chow,0.0968986999999999,True,9.0,10.0,Cooper,None,None,None,None
French_bulldog,0.710354,True,Chihuahua,0.262302,True,Cardigan,0.00690382,True,11.0,10.0,None,None,None,None,None
Cardigan,0.350993,True,basset,0.164555,True,toy_terrier,0.0804836,True,10.0,10.0,Jebberson,None,None,None,None
muzzle,0.24389,False,basenji,0.187158,True,Boston_bull,0.092727,True,11.0,10.0,River,None,None,None,None
pug,0.871283,True,French_bulldog,0.0418199999999999,True,bath_towel,0.015228,False,10.0,10.0,Oliver,None,None,None,None
Chihuahua,0.748163,True,toy_terrier,0.127717,True,Pembroke,0.042141,True,11.0,10.0,Bobble,None,None,None,None
Shih-Tzu,0.218479,True,Lhasa,0.201966,True,Norfolk_terrier,0.165225,True,13.0,10.0,Bear,None,None,None,None
tennis_ball,0.912961,False,German_short-haired_pointer,0.0526946,True,Labrador_retriever,0.0184774,True,11.0,10.0,Smokey,None,None,None,None
Pomeranian,0.933457,True,Samoyed,0.0572208,True,West_Highland_white_terrier,0.000904151,True,11.0,10.0,Coco,None,None,None,None
golden_retriever,0.976139,True,Labrador_retriever,0.0163009,True,Norfolk_terrier,0.00187137,True,10.0,10.0,Mister,None,None,None,None
Eskimo_dog,0.283945,True,giant_panda,0.218252,False,malamute,0.180401,True,10.0,10.0,Malikai,None,None,None,None
schipperke,0.74564,True,kelpie,0.167853,True,Boston_bull,0.0147628999999999,True,9.0,10.0,None,None,None,pupper,None
hotdog,0.8265790000000001,False,Rottweiler,0.0681793,True,Labrador_retriever,0.0492179,True,9.0,10.0,Klevin,None,None,None,None
Siberian_husky,0.212957,True,Eskimo_dog,0.178887,True,Labrador_retriever,0.174218,True,10.0,10.0,Rodney,None,None,None,None
borzoi,0.4907829999999999,True,wire-haired_fox_terrier,0.0835133,True,English_setter,0.0831843,True,9.0,10.0,None,None,None,None,None
Chihuahua,0.948323,True,Italian_greyhound,0.0177303,True,quilt,0.0166879,False,11.0,10.0,Penny,None,None,None,None
Labrador_retriever,0.271109,True,Pomeranian,0.1504869999999999,True,golden_retriever,0.1455779999999999,True,11.0,10.0,Walker,None,None,None,None
Shetland_sheepdog,0.79745,True,collie,0.0540553,True,keeshond,0.0316733,True,8.0,10.0,Billy,None,None,None,None
Maltese_dog,0.780187,True,Dandie_Dinmont,0.0744286999999999,True,Norfolk_terrier,0.0337761999999999,True,10.0,10.0,Karma,None,None,None,None
cocker_spaniel,0.4149819999999999,True,Newfoundland,0.225482,True,flat-coated_retriever,0.196789,True,9.0,10.0,Vince,None,None,None,None
golden_retriever,0.790026,True,kuvasz,0.105031,True,Labrador_retriever,0.0870512,True,12.0,10.0,Cecil,None,None,None,None
chow,0.999837,True,Tibetan_mastiff,0.000116907,True,Australian_terrier,1.13384e-05,True,12.0,10.0,Olaf,None,None,None,None
Chihuahua,0.945629,True,Pomeranian,0.0192035999999999,True,West_Highland_white_terrier,0.0101342,True,12.0,10.0,None,None,None,None,None
bib,0.998814,False,handkerchief,0.000511773,False,umbrella,0.000224477,False,12.0,10.0,None,None,None,None,None
Pembroke,0.956222,True,Cardigan,0.0207273,True,Chihuahua,0.00791218,True,12.0,10.0,Watson,None,None,None,None
toy_poodle,0.802092,True,miniature_poodle,0.111647,True,cocker_spaniel,0.0628662,True,11.0,10.0,None,None,None,pupper,None
Pekinese,0.95317,True,papillon,0.0195169,True,Japanese_spaniel,0.00582051,True,8.0,10.0,Tater,None,None,None,None
cowboy_hat,0.979053,False,sombrero,0.0106825,False,cocker_spaniel,0.00271296,True,11.0,10.0,Lacy,None,None,None,None
pug,0.415495,True,German_shepherd,0.1781569999999999,True,Labrador_retriever,0.100202,True,13.0,10.0,None,None,None,None,None
Old_English_sheepdog,0.586307,True,wire-haired_fox_terrier,0.118622,True,Lakeland_terrier,0.106806,True,11.0,10.0,infuriating,None,None,None,None
Shih-Tzu,0.932401,True,Lhasa,0.0308057,True,Tibetan_terrier,0.00897428,True,11.0,10.0,Gunner,None,None,None,None
Pembroke,0.982004,True,Cardigan,0.00894347,True,malamute,0.0075498999999999,True,12.0,10.0,Beemo,None,None,None,None
soft-coated_wheaten_terrier,0.948617,True,Dandie_Dinmont,0.0186644,True,cairn,0.0159427,True,10.0,10.0,None,None,None,None,None
Pembroke,0.803742,True,Cardigan,0.189712,True,German_shepherd,0.00174609,True,12.0,10.0,Sora,None,None,None,None
dingo,0.536593,False,Pembroke,0.200407,True,basenji,0.0607345,True,10.0,10.0,Staniel,None,None,None,None
malamute,0.28126,True,Eskimo_dog,0.232641,True,Pembroke,0.091602,True,12.0,10.0,Milo,None,None,None,None
French_bulldog,0.731405,True,Boston_bull,0.150672,True,pug,0.0218109,True,11.0,10.0,Chuckles,None,None,pupper,None
leatherback_turtle,0.280835,False,loggerhead,0.12329,False,Dandie_Dinmont,0.0867925,True,3.0,10.0,None,None,None,None,None
Pembroke,0.7509060000000001,True,Cardigan,0.241152,True,basenji,0.00263962,True,11.0,10.0,None,None,None,None,None
llama,0.8567889999999999,False,Arabian_camel,0.098727,False,neck_brace,0.0163772,False,9.0,10.0,Gary,None,None,None,None
brown_bear,0.7132930000000001,False,Indian_elephant,0.172844,False,water_buffalo,0.0389022,False,13.0,10.0,None,None,None,None,None
dingo,0.366875,False,Ibizan_hound,0.334929,True,Eskimo_dog,0.0738761999999999,True,10.0,10.0,None,None,None,None,None
Lakeland_terrier,0.4595149999999999,True,miniature_poodle,0.219661,True,standard_poodle,0.130189,True,11.0,10.0,Roosevelt,None,None,None,None
espresso,0.430135,False,coffee_mug,0.418483,False,cup,0.0883911999999999,False,10.0,10.0,Winston,None,None,pupper,None
comic_book,0.105171,False,kuvasz,0.0598951,True,book_jacket,0.0466380999999999,False,,,,,,,
goose,0.214301,False,gibbon,0.084253,False,pizza,0.0801683,False,6.0,10.0,Chester,None,None,None,None
Shih-Tzu,0.625129,True,Tibetan_terrier,0.126897,True,Lhasa,0.119663,True,11.0,10.0,Olive,None,None,None,None
triceratops,0.235373,False,llama,0.153126,False,three-toed_sloth,0.11184,False,7.0,10.0,Steven,None,None,None,None
Labrador_retriever,0.720481,True,whippet,0.0480318,True,Chesapeake_Bay_retriever,0.0450464,True,10.0,10.0,None,None,None,None,None
ice_bear,0.869477,False,Great_Pyrenees,0.069457,True,Labrador_retriever,0.02474,True,11.0,10.0,Kane,None,None,None,None
Labrador_retriever,0.829058,True,golden_retriever,0.0386645,True,Chihuahua,0.0262214,True,10.0,10.0,Sunny,None,None,None,None
Great_Pyrenees,0.732043,True,kuvasz,0.121375,True,Irish_wolfhound,0.0495237,True,10.0,10.0,None,None,None,None,None
Labrador_retriever,0.8686709999999999,True,carton,0.0950952,False,pug,0.00765137,True,10.0,10.0,Stubert,None,None,None,None
timber_wolf,0.503788,False,malamute,0.4306239999999999,True,Siberian_husky,0.0284542,True,10.0,10.0,Opie,None,None,None,None
whippet,0.734244,True,basenji,0.025948,True,Great_Dane,0.0258743,True,10.0,10.0,Lance,None,None,None,None
Great_Pyrenees,0.720337,True,Samoyed,0.129542,True,kuvasz,0.122451,True,11.0,10.0,None,None,None,None,None
Brittany_spaniel,0.797936,True,English_springer,0.0447181999999999,True,Welsh_springer_spaniel,0.0379107,True,12.0,10.0,Piper,None,None,None,None
golden_retriever,0.371816,True,cocker_spaniel,0.177413,True,Irish_setter,0.0927252,True,11.0,10.0,None,None,None,None,None
Siberian_husky,0.4632229999999999,True,Eskimo_dog,0.389959,True,malamute,0.0979627,True,12.0,10.0,Kanu,None,None,None,None
Labrador_retriever,0.586951,True,golden_retriever,0.378812,True,redbone,0.00360489,True,10.0,10.0,None,None,None,None,None
pug,0.533967,True,bloodhound,0.164826,True,German_shepherd,0.046524,True,13.0,10.0,None,None,None,None,None
soft-coated_wheaten_terrier,0.751962,True,Bedlington_terrier,0.175652,True,Great_Pyrenees,0.0114524,True,8.0,10.0,Thumas,None,None,None,None
collie,0.176758,True,Chesapeake_Bay_retriever,0.101834,True,beagle,0.101294,True,10.0,10.0,Travis,None,None,None,None
Norfolk_terrier,0.293007,True,Labrador_retriever,0.256198,True,golden_retriever,0.129643,True,12.0,10.0,None,None,None,None,None
meerkat,0.143497,False,weasel,0.1174019999999999,False,black-footed_ferret,0.0999327,False,4.0,10.0,Benedict,None,None,None,None
Great_Pyrenees,0.2515159999999999,True,Samoyed,0.139346,True,kuvasz,0.129005,True,10.0,10.0,Curtis,None,None,None,None
Brittany_spaniel,0.944376,True,beagle,0.0254352999999999,True,Ibizan_hound,0.00996204,True,9.0,10.0,Calbert,None,None,None,None
dingo,0.310903,False,Chihuahua,0.142288,True,Cardigan,0.103945,True,12.0,10.0,Siba,None,None,None,None
Chihuahua,0.956787,True,beagle,0.00838287,True,Labrador_retriever,0.00834409,True,12.0,10.0,Michelangelope,None,None,None,None
Chihuahua,0.584026,True,Italian_greyhound,0.377077,True,Boston_bull,0.0174004,True,10.0,10.0,Nico,None,None,None,None
West_Highland_white_terrier,0.597111,True,soft-coated_wheaten_terrier,0.142993,True,Lakeland_terrier,0.136712,True,10.0,10.0,Oscar,None,None,None,None
nail,0.8555520000000001,False,screw,0.0732773,False,padlock,0.0239704,False,11.0,10.0,Bertson,None,None,None,None
golden_retriever,0.990715,True,Labrador_retriever,0.00222834,True,chow,0.00119715,True,12.0,10.0,Zeus,None,None,None,None
Staffordshire_bullterrier,0.427836,True,pug,0.221409,True,French_bulldog,0.132135,True,10.0,10.0,Toby,None,None,None,None
Dandie_Dinmont,0.740229,True,miniature_poodle,0.0819151,True,toy_poodle,0.0637485,True,10.0,10.0,a,None,None,None,None
pug,0.976685,True,French_bulldog,0.0196626,True,bull_mastiff,0.00227819,True,11.0,10.0,Bubbles,None,None,None,None
golden_retriever,0.638625,True,chow,0.254717,True,Tibetan_mastiff,0.0717317,True,11.0,10.0,None,doggo,None,None,None
Yorkshire_terrier,0.4304199999999999,True,silky_terrier,0.196769,True,cairn,0.0726761,True,12.0,10.0,Stephanus,None,None,None,None
Siberian_husky,0.396495,True,malamute,0.317053,True,Eskimo_dog,0.273419,True,11.0,10.0,Bluebert,None,None,None,None
Pomeranian,0.468751,True,seat_belt,0.154652,False,golden_retriever,0.125017,True,11.0,10.0,Jennifur,None,None,None,None
malinois,0.619577,True,Leonberg,0.118089,True,bull_mastiff,0.0665077999999999,True,10.0,10.0,Link,None,None,None,None
Siberian_husky,0.506154,True,Eskimo_dog,0.269656,True,malamute,0.0606585,True,10.0,10.0,Smokey,None,None,pupper,None
golden_retriever,0.983548,True,Labrador_retriever,0.0121854,True,cocker_spaniel,0.00241203,True,12.0,10.0,Flávio,None,None,None,None
miniature_pinscher,0.286479,True,Italian_greyhound,0.0841339,True,beagle,0.064697,True,9.0,10.0,Ebby,None,None,None,None
golden_retriever,0.779356,True,Labrador_retriever,0.0525114,True,kuvasz,0.0498105,True,11.0,10.0,a,None,None,None,None
car_mirror,0.819106,False,minibus,0.1073829999999999,False,cab,0.0348464,False,10.0,10.0,None,None,None,pupper,None
Brittany_spaniel,0.922876,True,English_springer,0.0701135,True,bath_towel,0.00256079,False,11.0,10.0,Barclay,None,None,None,None
malamute,0.370152,True,Siberian_husky,0.356398,True,Eskimo_dog,0.271042,True,11.0,10.0,Suki,None,None,None,None
Chihuahua,0.354488,True,carton,0.159672,False,Siberian_husky,0.0574983,True,3.0,10.0,Alexanderson,None,None,None,None
hammer,0.169865,False,hatchet,0.115744,False,chime,0.0680916,False,13.0,10.0,None,None,None,None,None
badger,0.356946,False,Boston_bull,0.252781,True,kelpie,0.1134329999999999,True,9.0,10.0,Bowie,None,None,None,None
Maltese_dog,0.632289,True,West_Highland_white_terrier,0.187055,True,cairn,0.0444129,True,10.0,10.0,None,None,None,None,None
Labrador_retriever,0.58458,True,German_short-haired_pointer,0.340657,True,Chesapeake_Bay_retriever,0.0319751,True,11.0,10.0,Carper,None,None,None,None
Pomeranian,0.993718,True,Pekinese,0.00361083,True,Persian_cat,0.000524823,False,10.0,10.0,None,None,None,None,None
Pembroke,0.7663270000000001,True,Cardigan,0.222126,True,toilet_tissue,0.00675723,False,12.0,10.0,Otis,None,None,None,None
golden_retriever,0.140394,True,Saint_Bernard,0.118769,True,Labrador_retriever,0.0754917,True,10.0,10.0,Sadie,None,None,None,None
Dandie_Dinmont,0.224415,True,miniature_poodle,0.204882,True,Norfolk_terrier,0.0906328999999999,True,11.0,10.0,Pippa,None,None,None,None
golden_retriever,0.765778,True,borzoi,0.0711481,True,Leonberg,0.0703705,True,10.0,10.0,Lucy,None,None,None,None
swing,0.171486,False,soft-coated_wheaten_terrier,0.0509709999999999,True,Tibetan_terrier,0.0477594,True,11.0,10.0,Sid,None,None,None,None
malamute,0.873233,True,Siberian_husky,0.0764353999999999,True,Eskimo_dog,0.035745,True,10.0,10.0,Harnold,None,None,None,None
home_theater,0.0590326,False,window_shade,0.038299,False,bathtub,0.0355281999999999,False,12.0,10.0,Clyde,None,None,pupper,None
golden_retriever,0.605304,True,cocker_spaniel,0.130948,True,Labrador_retriever,0.0946916,True,10.0,10.0,None,doggo,None,None,None
Samoyed,0.954517,True,Eskimo_dog,0.0291296,True,white_wolf,0.00446203,False,11.0,10.0,Neptune,None,None,None,None
Mexican_hairless,0.451852,True,redbone,0.254884,True,Italian_greyhound,0.0948181,True,9.0,10.0,Charleson,None,None,None,None
alp,0.320126,False,lawn_mower,0.0808077,False,viaduct,0.065321,False,10.0,10.0,Derek,None,None,pupper,None
Pembroke,0.873977,True,Cardigan,0.0433385,True,Eskimo_dog,0.0191970999999999,True,11.0,10.0,Ralphé,None,None,None,None
Rottweiler,0.990312,True,black-and-tan_coonhound,0.00249478,True,American_black_bear,0.00173312,False,10.0,10.0,None,None,None,None,None
Newfoundland,0.4899699999999999,True,groenendael,0.174497,True,giant_schnauzer,0.0790666999999999,True,10.0,10.0,Berkeley,None,None,None,None
Chihuahua,0.8964219999999999,True,dingo,0.0279294,False,kelpie,0.0179158,True,12.0,10.0,Archie,None,None,None,None
Samoyed,0.950053,True,washbasin,0.00632139,False,tub,0.00624335,False,11.0,10.0,Oliver,None,None,pupper,None
Pomeranian,0.99775,True,Chihuahua,0.001248,True,Pekinese,0.000775002,True,11.0,10.0,Panda,None,None,None,None
Labrador_retriever,0.5309149999999999,True,golden_retriever,0.28823,True,chow,0.0448536999999999,True,12.0,10.0,Schnitzel,None,None,None,None
Great_Dane,0.2467619999999999,True,Greater_Swiss_Mountain_dog,0.126131,True,Weimaraner,0.0852969,True,4.0,10.0,None,None,None,None,None
tennis_ball,0.176495,False,badger,0.0599052,False,Norwegian_elkhound,0.0568505,True,8.0,10.0,Jangle,None,None,None,None
golden_retriever,0.83939,True,Labrador_retriever,0.0657058,True,hand_blower,0.012941,False,10.0,10.0,Ivar,None,None,None,None
teddy,0.263256,False,chow,0.0890102,True,Irish_terrier,0.0653057,True,12.0,10.0,Reginald,None,None,None,None
Samoyed,0.991772,True,Pomeranian,0.00362638,True,chow,0.00223183,True,12.0,10.0,Sugar,None,None,None,None
Siamese_cat,0.950526,False,pug,0.0188769,True,quilt,0.0076276,False,11.0,10.0,Luther,None,None,pupper,None
boxer,0.8262719999999999,True,bull_mastiff,0.158595,True,Great_Dane,0.0118586,True,10.0,10.0,Sarge,None,None,None,None
Border_collie,0.581835,True,collie,0.344588,True,Shetland_sheepdog,0.0435842,True,10.0,10.0,Kreggory,None,None,None,None
golden_retriever,0.240695,True,cocker_spaniel,0.202444,True,feather_boa,0.159348,False,10.0,10.0,Ashleigh,None,None,pupper,None
German_short-haired_pointer,0.835491,True,bluetick,0.058788,True,English_setter,0.0372083,True,11.0,10.0,None,doggo,None,None,None
golden_retriever,0.67575,True,Great_Pyrenees,0.0951679,True,cocker_spaniel,0.0760429,True,12.0,10.0,Fred,None,None,None,None
boxer,0.599076,True,bull_mastiff,0.177318,True,French_bulldog,0.141461,True,12.0,10.0,Lola,None,None,None,None
chow,0.335761,True,Samoyed,0.167173,True,kuvasz,0.145715,True,11.0,10.0,Lillie,None,None,pupper,None
toy_poodle,0.420463,True,miniature_poodle,0.13264,True,Chesapeake_Bay_retriever,0.121523,True,12.0,10.0,Colby,None,None,None,None
standard_poodle,0.261112,True,cocker_spaniel,0.0947852,True,bucket,0.0699463999999999,False,9.0,10.0,None,None,None,None,None
miniature_pinscher,0.2553269999999999,True,Border_terrier,0.181279,True,Labrador_retriever,0.125185,True,12.0,10.0,Bloop,None,None,None,None
soft-coated_wheaten_terrier,0.5159189999999999,True,Irish_terrier,0.162655,True,Chesapeake_Bay_retriever,0.125182,True,10.0,10.0,Blitz,None,None,None,None
teddy,0.821615,False,toy_poodle,0.083749,True,Lakeland_terrier,0.033318,True,12.0,10.0,Sprout,None,None,None,None
flat-coated_retriever,0.656463,True,Great_Dane,0.0847658,True,Labrador_retriever,0.0589085,True,10.0,10.0,Karll,None,None,None,None
bonnet,0.14644,False,sock,0.083091,False,Chihuahua,0.0705542,True,9.0,10.0,None,None,None,None,None
toy_poodle,0.827469,True,miniature_poodle,0.16076,True,Tibetan_terrier,0.00173075,True,11.0,10.0,None,None,None,pupper,None
Pomeranian,0.958834,True,Chihuahua,0.0240992,True,chow,0.00394105,True,10.0,10.0,None,None,None,pupper,None
Great_Pyrenees,0.457164,True,kuvasz,0.39171,True,Labrador_retriever,0.0945226,True,13.0,10.0,None,doggo,None,None,None
Border_collie,0.462408,True,collie,0.214556,True,Eskimo_dog,0.0356036,True,12.0,10.0,Cilantro,None,None,None,None
cocker_spaniel,0.384559,True,golden_retriever,0.091661,True,sandbar,0.0817989,False,11.0,10.0,Rueben,None,None,pupper,None
handkerchief,0.302961,False,Pomeranian,0.248664,True,Shih-Tzu,0.111015,True,12.0,10.0,all,None,None,pupper,None
Newfoundland,0.255971,True,groenendael,0.175583,True,German_shepherd,0.164135,True,11.0,10.0,Raymond,None,None,None,None
collie,0.266414,True,Great_Pyrenees,0.138546,True,keeshond,0.109014,True,12.0,10.0,Enchilada,None,None,None,None
Siamese_cat,0.478278,False,Saint_Bernard,0.0942456,True,king_penguin,0.0821567,False,10.0,10.0,Wallace,None,None,None,None
window_shade,0.594333,False,studio_couch,0.053515,False,rotisserie,0.0412478,False,8.0,10.0,Coleman,None,None,None,None
Saint_Bernard,0.48205,True,collie,0.20274,True,borzoi,0.0379758,True,10.0,10.0,Flurpson,None,None,None,None
Pembroke,0.939134,True,Cardigan,0.0543356,True,Chihuahua,0.00559029,True,13.0,10.0,None,None,None,None,None
Maltese_dog,0.95207,True,toy_poodle,0.0272705999999999,True,miniature_poodle,0.00487436,True,11.0,10.0,Puff,None,None,None,None
stone_wall,0.6061880000000001,False,prison,0.064831,False,bannister,0.0480482,False,10.0,10.0,None,None,None,None,None
German_shepherd,0.829307,True,Doberman,0.0225,True,basenji,0.0211901,True,13.0,10.0,Pupcasso,None,None,None,None
kelpie,0.218408,True,Arabian_camel,0.114368,False,coyote,0.0964093,False,13.0,10.0,Stefan,None,None,None,None
stone_wall,0.7582180000000001,False,patio,0.0742053999999999,False,prison,0.013826,False,12.0,10.0,None,None,None,None,None
doormat,0.359586,False,china_cabinet,0.0539014,False,passenger_car,0.0526646999999999,False,11.0,10.0,Ollie,None,None,None,None
hand_blower,0.296145,False,chain_mail,0.262271,False,toilet_seat,0.149497,False,6.0,10.0,Charles,None,None,None,None
pug,0.341663,True,Norwegian_elkhound,0.171222,True,German_shepherd,0.1246869999999999,True,11.0,10.0,Ziva,None,None,None,None
Eskimo_dog,0.682082,True,Siberian_husky,0.289288,True,Staffordshire_bullterrier,0.00877069,True,11.0,10.0,Crystal,None,None,None,None
American_Staffordshire_terrier,0.810158,True,Labrador_retriever,0.0582049999999999,True,Weimaraner,0.0279295,True,10.0,10.0,Rooney,None,None,pupper,None
polecat,0.185382,False,mink,0.1052819999999999,False,Newfoundland,0.0862411,True,9.0,10.0,unacceptable,None,None,None,None
lakeside,0.501767,False,breakwater,0.0513505999999999,False,king_penguin,0.0494438,False,13.0,10.0,this,None,None,None,None
Pembroke,0.967103,True,Cardigan,0.0211264,True,Chihuahua,0.00223107,True,12.0,10.0,Solomon,None,None,None,None
English_setter,0.677408,True,Border_collie,0.052724,True,cocker_spaniel,0.0485719,True,11.0,10.0,Larry,None,None,None,None
tennis_ball,0.998673,False,basset,0.000547053,True,golden_retriever,0.00035998,True,11.0,10.0,Kyle,doggo,None,None,None
Staffordshire_bullterrier,0.843359,True,American_Staffordshire_terrier,0.0282903,True,miniature_pinscher,0.0167929,True,10.0,10.0,None,None,None,None,None
Pomeranian,0.961902,True,Samoyed,0.0242893,True,chow,0.00577178,True,11.0,10.0,Aldrick,None,None,None,None
koala,0.162935,False,Staffordshire_bullterrier,0.127969,True,mongoose,0.096421,False,12.0,10.0,Ralpher,None,None,None,None
golden_retriever,0.945523,True,Labrador_retriever,0.0423191,True,doormat,0.00395626,False,12.0,10.0,None,doggo,None,pupper,None
chow,0.931275,True,beaver,0.0288311,False,dhole,0.017379,False,11.0,10.0,Hermione,None,None,None,None
French_bulldog,0.619382,True,computer_keyboard,0.142274,False,mouse,0.0585047,False,10.0,10.0,None,None,None,None,None
Lhasa,0.457356,True,Shih-Tzu,0.371282,True,Tibetan_terrier,0.048359,True,10.0,10.0,Moose,None,floofer,None,None
beagle,0.4723239999999999,True,Walker_hound,0.121779,True,Saint_Bernard,0.11464,True,10.0,10.0,Terry,None,None,None,None
Siberian_husky,0.304902,True,Eskimo_dog,0.155147,True,malamute,0.0509424,True,11.0,10.0,Livvie,None,None,None,None
golden_retriever,0.883991,True,chow,0.0235416,True,Labrador_retriever,0.0160559,True,13.0,10.0,None,None,None,None,None
Maltese_dog,0.847292,True,feather_boa,0.0593786,False,Old_English_sheepdog,0.052758,True,10.0,10.0,Jax,None,None,None,None
Walker_hound,0.413535,True,beagle,0.233891,True,English_foxhound,0.164943,True,9.0,10.0,Buckley,None,None,pupper,None
Staffordshire_bullterrier,0.523191,True,French_bulldog,0.3511039999999999,True,doormat,0.0280752999999999,False,8.0,10.0,Kellogg,doggo,None,None,None
studio_couch,0.944692,False,four-poster,0.00794163,False,quilt,0.00630206,False,11.0,10.0,None,None,None,None,None
pug,0.8918709999999999,True,goose,0.0143766,False,fur_coat,0.00845143,False,11.0,10.0,Dakota,None,None,None,None
Pembroke,0.4625939999999999,True,seat_belt,0.261854,False,Cardigan,0.151698,True,12.0,10.0,None,None,None,pupper,None
cocker_spaniel,0.961643,True,toy_poodle,0.0115468999999999,True,soft-coated_wheaten_terrier,0.00490333,True,11.0,10.0,Maxaroni,None,None,None,None
golden_retriever,0.553901,True,Labrador_retriever,0.119475,True,bluetick,0.077475,True,10.0,10.0,None,None,None,None,None
Labrador_retriever,0.399217,True,West_Highland_white_terrier,0.13771,True,cocker_spaniel,0.0620327,True,10.0,10.0,very,None,None,None,None
cup,0.473555,False,toy_poodle,0.082606,True,consomme,0.048298,False,11.0,10.0,Rory,None,None,pupper,None
schipperke,0.545502,True,groenendael,0.298622,True,Labrador_retriever,0.0309864,True,13.0,10.0,Chadrick,None,None,None,None
cliff,0.439077,False,lakeside,0.0628992,False,valley,0.0397584999999999,False,13.0,10.0,None,None,None,None,None
guinea_pig,0.148526,False,solar_dish,0.0971828999999999,False,park_bench,0.0593119,False,9.0,10.0,Lily,None,None,None,None
Samoyed,0.400568,True,Pomeranian,0.331268,True,Maltese_dog,0.0454261,True,13.0,10.0,None,None,floofer,None,None
Pembroke,0.935307,True,Cardigan,0.0498741999999999,True,Chihuahua,0.0116032,True,11.0,10.0,None,None,None,None,None
malamute,0.374682,True,Norwegian_elkhound,0.334853,True,limousine,0.0681732,False,10.0,10.0,Bella,None,None,None,None
vizsla,0.990391,True,Rhodesian_ridgeback,0.00560474,True,Chesapeake_Bay_retriever,0.00286936,True,10.0,10.0,Remy,None,None,None,None
pug,0.751758,True,tub,0.110748,False,bathtub,0.1041319999999999,False,10.0,10.0,Storkson,None,None,None,None
keeshond,0.8788860000000001,True,Norwegian_elkhound,0.0866594,True,malamute,0.0212803,True,12.0,10.0,Axel,None,None,None,None
Bedlington_terrier,0.289471,True,standard_poodle,0.1736849999999999,True,Great_Pyrenees,0.157081,True,9.0,10.0,None,None,None,None,None
cocker_spaniel,0.346695,True,Blenheim_spaniel,0.193905,True,Chihuahua,0.078,True,10.0,10.0,None,None,None,None,None
chow,0.808737,True,gibbon,0.0289424,False,Pembroke,0.0264979,True,11.0,10.0,Bayley,None,None,None,puppo
Labrador_retriever,0.691137,True,golden_retriever,0.1955579999999999,True,Chesapeake_Bay_retriever,0.0195849,True,10.0,10.0,None,None,None,None,None
bath_towel,0.8783200000000001,False,swab,0.0206333,False,American_Staffordshire_terrier,0.0155351,True,11.0,10.0,Charles,None,None,None,None
Eskimo_dog,0.503372,True,Siberian_husky,0.390413,True,malamute,0.0809011999999999,True,13.0,10.0,None,doggo,None,None,None
Walker_hound,0.640256,True,English_foxhound,0.2297989999999999,True,beagle,0.037754,True,6.0,10.0,Kyle,None,None,None,None
Labrador_retriever,0.967397,True,golden_retriever,0.0166414,True,ice_bear,0.0148575999999999,False,10.0,10.0,None,None,None,None,None
Blenheim_spaniel,0.933755,True,cocker_spaniel,0.0417194,True,Brittany_spaniel,0.00671256,True,9.0,10.0,Benji,None,None,pupper,None
toy_poodle,0.342397,True,table_lamp,0.104451,False,miniature_poodle,0.079871,True,12.0,10.0,Simba,None,None,None,None
redbone,0.243904,True,beagle,0.210975,True,vizsla,0.076443,True,10.0,10.0,Rorie,None,None,None,None
Irish_water_spaniel,0.2858,True,wig,0.240653,False,toy_poodle,0.0749138999999999,True,12.0,10.0,Nollie,None,None,None,None
Chesapeake_Bay_retriever,0.586414,True,Labrador_retriever,0.189782,True,vizsla,0.0676072,True,10.0,10.0,getting,None,None,None,None
golden_retriever,0.8636870000000001,True,kuvasz,0.0485901,True,Labrador_retriever,0.0473966,True,9.0,10.0,Chase,None,None,None,None
bow_tie,0.246313,False,Windsor_tie,0.172446,False,mushroom,0.137516,False,10.0,10.0,None,None,None,None,None
golden_retriever,0.8076439999999999,True,kuvasz,0.101286,True,Labrador_retriever,0.0237853,True,9.0,10.0,None,None,None,None,None
wombat,0.462952,False,Norwegian_elkhound,0.275225,True,Siamese_cat,0.0435593,False,11.0,10.0,Baloo,None,None,pupper,None
lawn_mower,0.878863,False,swing,0.0245351,False,barrow,0.0195772,False,8.0,10.0,Chip,None,None,None,None
toy_poodle,0.388277,True,Angora,0.180264,False,Persian_cat,0.0496560999999999,False,9.0,10.0,None,None,None,None,None
malamute,0.454363,True,Samoyed,0.215967,True,Siberian_husky,0.0775003,True,10.0,10.0,Leo,None,None,None,None
